Seasonal Variation (Data Source),Simulation Run Number,T-R Separation Distance (m),Time Delay (ns),Received Power (dBm), Phase (rad),Azimuth AoD (degree),Elevation AoD (degree),Azimuth AoA (degree),Elevation AoA (degree),Path Loss (dB),RMS Delay Spread (ns),Season,Frequency,RIS Gain (dB),RIS Path Loss (dB)
FallM,3,172.7,662,-152.9,3.9,239,-1.4,293.4,4,156.2,13.3,0,24.25,35.2061,120.9939
FallM,3,172.7,665,-157.6,3.0,231,0.7,302.7,3,155.7,41.2,0,24.25,19.0124,136.6876
FallM,3,172.7,673,-151.4,4.3,244,-1.4,307.6,-2,166.8,34.8,0,24.25,27.0082,139.7918
FallM,3,172.7,677,-155.1,0.2,242,-3.3,296.9,17,176.1,31.6,0,24.25,34.9823,141.1177
FallM,3,172.7,680,-146.6,0.6,242,-0.9,307.5,2,163.5,26.3,0,24.25,25.259,138.241
FallM,3,172.7,708,-157.3,1.1,241,0.0,290.6,5,159.2,13.0,0,24.25,39.9121,119.2879
FallM,3,172.7,742,-135.7,2.7,213,-2.6,290.8,0,164.0,57.8,0,24.25,13.1859,150.8141
FallM,3,172.7,745,-136.5,1.4,248,3.3,283.3,-13,166.5,8.4,0,24.25,50.9827,115.5173
FallM,3,172.7,750,-141.8,4.3,233,-3.9,298.9,3,155.6,42.7,0,24.25,25.5567,130.0433
FallM,3,172.7,755,-138.4,1.9,230,-1.5,301.1,1,151.5,35.8,0,24.25,20.3122,131.1878
FallM,3,172.7,760,-134.7,2.8,217,-3.3,287.6,6,163.6,44.6,0,24.25,20.869,142.731
FallM,3,172.7,766,-146.9,0.9,224,2.3,293.6,0,154.6,31.0,0,24.25,21.9502,132.6498
FallM,3,172.7,772,-142.7,5.1,255,-2.2,306.1,-1,170.2,94.1,0,24.25,39.6342,130.5658
FallM,3,172.7,778,-136.6,5.9,221,-4.8,298.6,9,161.7,85.2,0,24.25,13.584,148.116
FallM,3,172.7,785,-149.8,0.1,224,0.8,298.1,-9,150.5,13.4,0,24.25,17.3765,133.1235
FallM,3,172.7,791,-152.0,2.8,229,-7.8,293.8,-8,160.0,30.2,0,24.25,27.0672,132.9328
FallM,3,172.7,798,-155.0,3.5,234,2.0,282.4,3,170.2,43.7,0,24.25,42.3178,127.8822
FallM,3,172.7,805,-157.0,2.0,208,-3.6,309.9,-2,183.3,109.8,0,24.25,13.1778,170.1222
FallM,3,172.7,813,-155.1,5.5,204,-2.3,310.4,7,184.5,65.9,0,24.25,18.0976,166.4024
FallM,3,172.7,820,-155.6,0.9,220,-3.0,299.3,2,154.1,33.1,0,24.25,11.9321,142.1679
FallM,3,172.7,835,-157.1,3.7,232,-3.0,297.1,13,165.4,34.5,0,24.25,27.2097,138.1903
FallM,3,172.7,975,-158.9,5.3,227,-0.3,309.6,-5,158.4,20.1,0,24.25,8.7557,149.6443
FallM,3,172.7,978,-158.0,3.3,220,-0.1,293.6,2,158.1,50.7,0,24.25,19.2143,138.8857
SpringL,1,392.5,1308,-118.6,0.1,214,-7.1,155.5,-1,148.6,0.7,1,24.25,19.4157,129.1843
SpringL,1,392.5,1311,-134.0,5.6,199,-6.5,289.3,-1,164.0,10.8,1,24.25,0.1947,163.8053
SpringL,1,392.5,1315,-138.0,0.7,85,-16.3,175.4,17,167.8,16.1,1,24.25,0.26,167.54
SpringL,1,392.5,1318,-126.7,2.8,82,-6.9,281.9,2,156.7,3.3,1,24.25,35.0507,121.6493
SpringL,1,392.5,1322,-129.9,1.0,290,-8.6,170.1,2,159.5,33.3,1,24.25,18.6053,140.8947
SpringL,1,392.5,1326,-131.4,5.3,77,-13.5,168.5,9,161.4,18.8,1,24.25,0.9782,160.4218
SpringL,1,392.5,1331,-136.6,3.8,292,-1.0,171.5,4,164.3,14.2,1,24.25,18.9966,145.3034
SpringL,1,392.5,1335,-140.1,2.1,294,-9.2,290.3,-6,170.0,6.3,1,24.25,37.3978,132.6022
SpringL,1,392.5,1339,-149.8,1.8,60,-19.0,162.6,4,178.9,20.6,1,24.25,8.1853,170.7147
SpringL,1,392.5,1344,-140.0,3.2,283,-14.6,280.3,0,169.8,11.9,1,24.25,37.5397,132.2603
SpringL,1,392.5,1348,-149.6,3.0,84,-9.7,170.1,5,168.8,82.9,1,24.25,2.5593,166.2407
SpringL,1,392.5,1353,-137.7,5.4,298,-7.1,165.4,5,165.3,47.9,1,24.25,25.5094,139.7906
SpringL,1,392.5,1357,-144.5,1.9,89,-9.2,181.8,9,171.5,97.9,1,24.25,1.8433,169.6567
SpringL,1,392.5,1362,-142.5,6.2,292,-10.1,276.7,-3,172.1,9.7,1,24.25,36.453,135.647
SpringL,1,392.5,1367,-145.8,3.3,102,-13.8,180.7,7,175.7,13.8,1,24.25,7.4168,168.2832
SpringL,1,392.5,1372,-148.4,3.1,92,-15.0,172.3,10,175.5,59.4,1,24.25,6.3874,169.1126
SpringL,1,392.5,1377,-150.2,4.6,80,-13.4,293.1,6,176.4,41.9,1,24.25,31.8068,144.5932
SpringL,1,392.5,1381,-154.8,1.2,220,-2.4,166.1,15,181.8,54.7,1,24.25,22.3985,159.4015
SpringL,1,392.5,1386,-155.2,5.6,225,-3.1,289.0,5,166.4,25.6,1,24.25,16.6905,149.7095
SpringL,1,392.5,1396,-151.7,0.8,221,-1.4,174.3,7,180.1,53.4,1,24.25,26.1922,153.9078
SpringL,1,392.5,1401,-154.0,4.2,214,-4.8,273.0,1,177.9,45.1,1,24.25,19.7001,158.1999
SpringL,1,392.5,1407,-159.7,5.1,288,-3.4,275.8,4,182.8,31.0,1,24.25,37.4547,145.3453
SpringL,1,392.5,1412,-158.9,3.6,291,-6.8,288.5,9,184.9,68.9,1,24.25,38.3422,146.5578
SpringL,1,392.5,1427,-150.6,5.5,216,-7.8,163.3,36,176.6,59.5,1,24.25,23.3637,153.2363
SpringL,1,392.5,1458,-144.6,4.7,310,-9.4,286.0,-4,174.5,19.5,1,24.25,35.5535,138.9465
SpringL,1,392.5,1460,-145.4,1.6,222,-8.3,285.2,3,170.4,56.2,1,24.25,17.5579,152.8421
SpringL,1,392.5,1463,-147.9,1.0,89,-15.5,164.6,6,175.6,67.2,1,24.25,9.6931,165.9069
SpringL,1,392.5,1467,-136.5,3.4,295,-13.0,168.5,3,162.8,70.5,1,24.25,23.2122,139.5878
SpringL,1,392.5,1470,-146.0,5.2,80,-12.3,174.5,9,165.8,65.4,1,24.25,3.0645,162.7355
SpringL,1,392.5,1473,-145.8,1.4,78,-16.4,269.8,4,175.4,40.4,1,24.25,38.2679,137.1321
SpringL,1,392.5,1480,-154.6,1.4,203,0.1,276.2,5,182.7,75.4,1,24.25,11.3231,171.3769
SpringL,1,392.5,1483,-140.8,6.2,230,-6.2,167.4,0,170.7,20.5,1,24.25,18.045,152.655
SpringL,1,392.5,1487,-158.1,0.3,301,-8.3,163.1,4,168.7,43.1,1,24.25,29.1286,139.5714
SpringL,1,392.5,1490,-159.9,6.1,74,-11.7,279.6,-4,172.5,25.1,1,24.25,35.4361,137.0639
SpringL,1,392.5,1494,-153.4,2.5,300,-7.4,176.2,10,177.8,76.5,1,24.25,21.8848,155.9152
SpringL,1,392.5,1498,-151.9,2.6,291,-12.8,178.7,3,170.4,58.6,1,24.25,14.9457,155.4543
SpringL,1,392.5,1501,-157.2,4.6,278,-11.7,277.5,-3,175.4,39.4,1,24.25,39.4209,135.9791
SpringL,1,392.5,1539,-134.4,3.9,222,-3.8,291.3,6,164.3,20.9,1,24.25,14.0923,150.2077
SpringL,1,392.5,1543,-158.2,5.6,197,-6.9,292.8,-18,187.2,91.0,1,24.25,4.0336,183.1664
SpringL,1,392.5,1547,-153.7,1.5,199,-2.6,277.8,12,182.8,61.8,1,24.25,7.7619,175.0381
SpringL,1,392.5,1551,-135.9,2.1,85,-10.2,179.3,2,165.7,34.8,1,24.25,2.9998,162.7002
SpringL,1,392.5,1557,-142.8,3.7,200,-5.9,167.2,7,172.7,43.3,1,24.25,33.6891,139.0109
SpringL,1,392.5,1562,-153.0,0.5,98,-11.8,165.9,9,180.7,92.9,1,24.25,15.1008,165.5992
SpringL,1,392.5,1568,-146.8,4.5,78,-13.1,168.5,0,171.1,109.8,1,24.25,0.3509,170.7491
SpringL,1,392.5,1574,-143.9,2.4,209,-4.6,287.4,7,172.8,102.4,1,24.25,8.0991,164.7009
SpringL,1,392.5,1592,-157.7,3.2,299,-6.6,165.9,12,172.2,53.3,1,24.25,27.6654,144.5346
SpringL,1,392.5,1599,-155.4,4.3,187,-4.2,282.1,2,181.8,139.9,1,24.25,3.6066,178.1934
SpringL,1,392.5,1690,-155.3,0.4,288,-11.1,164.2,-1,165.3,54.1,1,24.25,23.1633,142.1367
SpringL,1,392.5,1693,-152.5,1.0,215,-6.2,175.8,-5,177.2,174.7,1,24.25,32.2948,144.9052
SpringL,2,120.2,401,-140.6,4.8,215,-0.9,295.9,-6,170.6,2.1,1,24.25,11.4256,159.1744
SpringL,2,120.2,404,-150.9,3.4,187,-3.5,268.1,-3,176.6,8.9,1,24.25,11.1913,165.4087
SpringL,2,120.2,407,-141.6,3.8,197,-0.1,275.1,2,169.7,13.6,1,24.25,14.936,154.764
SpringL,2,120.2,410,-143.5,1.0,189,1.8,287.3,-5,171.1,21.7,1,24.25,10.47,160.63
SpringL,2,120.2,413,-134.3,4.8,187,-3.3,275.8,6,164.0,7.5,1,24.25,1.5209,162.4791
SpringL,2,120.2,416,-130.6,5.6,191,2.2,295.8,6,160.3,8.2,1,24.25,18.5762,141.7238
SpringL,2,120.2,420,-134.1,5.3,174,0.7,301.0,7,164.1,1.7,1,24.25,43.8412,120.2588
SpringL,2,120.2,423,-137.2,1.9,191,-2.8,282.7,2,165.4,20.6,1,24.25,2.164,163.236
SpringL,2,120.2,427,-135.0,2.1,190,-0.9,293.0,14,164.0,7.2,1,24.25,16.4376,147.5624
SpringL,2,120.2,430,-133.4,1.0,198,-1.0,294.8,-2,163.1,5.2,1,24.25,8.6633,154.4367
SpringL,2,120.2,434,-146.6,0.6,197,2.2,281.4,3,169.8,17.9,1,24.25,7.1524,162.6476
SpringL,2,120.2,438,-142.8,0.7,191,-7.0,293.1,19,169.8,5.8,1,24.25,15.3909,154.4091
SpringL,2,120.2,441,-146.5,5.2,188,-1.0,283.9,1,166.5,24.4,1,24.25,7.5572,158.9428
SpringL,2,120.2,445,-159.9,4.1,194,-6.0,268.1,0,178.5,15.5,1,24.25,20.1762,158.3238
SpringL,2,120.2,449,-140.8,4.5,203,-2.5,285.2,4,169.8,11.8,1,24.25,10.0123,159.7877
SpringL,2,120.2,453,-140.2,4.0,178,-1.8,283.5,6,169.6,12.6,1,24.25,19.7495,149.8505
SpringL,2,120.2,456,-155.7,2.9,179,-5.4,289.1,11,176.1,13.5,1,24.25,25.4301,150.6699
SpringL,2,120.2,460,-149.6,1.3,201,-3.6,285.3,12,175.4,13.8,1,24.25,7.3622,168.0378
SpringL,2,120.2,464,-144.1,0.6,198,-5.1,294.4,6,168.0,18.3,1,24.25,8.277,159.723
SpringL,2,120.2,468,-146.4,2.0,187,-1.6,291.2,8,165.1,19.5,1,24.25,18.2463,146.8537
SpringL,2,120.2,472,-141.6,1.6,185,-0.3,295.8,1,166.3,25.5,1,24.25,26.4587,139.8413
SpringL,2,120.2,479,-149.8,2.7,208,1.2,282.0,4,174.4,16.4,1,24.25,20.5991,153.8009
SpringL,2,120.2,487,-145.0,2.3,199,-2.3,277.2,-9,174.6,20.2,1,24.25,15.3348,159.2652
SpringL,2,120.2,491,-145.0,1.2,190,-2.6,285.2,6,166.6,26.9,1,24.25,6.8079,159.7921
SpringL,2,120.2,499,-148.0,5.2,186,-0.5,285.5,1,168.2,28.8,1,24.25,12.4399,155.7601
SpringL,2,120.2,503,-158.6,6.2,203,-3.8,284.2,4,170.4,11.8,1,24.25,11.5503,158.8497
SpringL,3,269.5,898,-138.4,0.8,242,3.6,244.5,10,168.4,3.4,1,24.25,45.2585,123.1415
SpringL,3,269.5,901,-133.4,5.4,131,-3.2,353.6,12,163.4,1.4,1,24.25,33.3826,130.0174
SpringL,3,269.5,904,-147.7,0.6,146,3.0,239.0,5,177.6,8.8,1,24.25,2.3761,175.2239
SpringL,3,269.5,907,-144.6,4.6,153,0.1,75.6,7,173.4,4.7,1,24.25,9.9145,163.4855
SpringL,3,269.5,909,-134.4,0.5,141,-3.9,0.3,11,164.4,3.4,1,24.25,35.196,129.204
SpringL,3,269.5,912,-141.8,1.7,251,6.8,81.8,11,171.6,30.3,1,24.25,44.725,126.875
SpringL,3,269.5,915,-144.2,6.1,147,2.1,73.7,8,173.2,5.5,1,24.25,13.0981,160.1019
SpringL,3,269.5,919,-150.8,5.4,134,-6.2,359.9,18,173.5,8.4,1,24.25,31.7659,141.7341
SpringL,3,269.5,922,-146.1,5.8,159,2.1,173.3,-3,176.1,7.1,1,24.25,44.2798,131.8202
SpringL,3,269.5,925,-146.8,6.2,136,-3.2,234.8,5,176.0,48.4,1,24.25,6.9983,169.0017
SpringL,3,269.5,971,-136.3,4.1,243,1.4,167.3,2,166.2,2.6,1,24.25,11.4855,154.7145
SpringL,3,269.5,974,-139.8,1.8,254,-2.7,359.5,24,169.8,0.8,1,24.25,12.4398,157.3602
SpringL,3,269.5,977,-142.7,2.8,259,2.3,168.8,7,172.7,2.9,1,24.25,0.1627,172.5373
SpringL,3,269.5,985,-144.9,3.4,236,2.2,171.0,4,172.0,7.6,1,24.25,19.749,152.251
SpringL,3,269.5,990,-144.5,1.3,127,1.0,75.8,18,174.4,6.4,1,24.25,29.3327,145.0673
SpringL,3,269.5,994,-140.5,3.3,262,2.5,349.6,37,170.5,1.1,1,24.25,1.963,168.537
SpringL,3,269.5,999,-159.8,5.4,254,3.5,255.9,16,189.2,23.1,1,24.25,46.9342,142.2658
SpringL,3,269.5,1003,-146.4,2.9,138,-1.1,82.0,23,176.3,12.1,1,24.25,26.2964,150.0036
SpringL,3,269.5,1058,-147.1,1.2,245,5.9,79.5,7,175.2,69.3,1,24.25,46.4021,128.7979
SpringL,3,269.5,1061,-145.4,0.6,135,-6.2,231.0,-2,175.0,40.1,1,24.25,5.0151,169.9849
SpringL,3,269.5,1067,-155.1,2.6,147,-2.8,2.4,19,176.8,55.9,1,24.25,39.1885,137.6115
SpringL,3,269.5,1074,-155.9,1.4,130,-1.1,258.4,3,185.2,57.9,1,24.25,29.934,155.266
SpringL,3,269.5,1082,-149.6,5.7,265,3.5,175.9,-5,179.5,15.9,1,24.25,0.759,178.741
SpringL,3,269.5,1120,-155.0,2.3,165,-1.2,159.0,4,184.9,18.7,1,24.25,48.6786,136.2214
SpringH,1,138.8,463,-120.8,3.5,200,-3.1,36.0,7,150.7,2.7,1,24.25,63.8311,86.8689
SpringH,1,138.8,466,-126.3,5.0,175,-3.6,332.1,12,156.3,1.7,1,24.25,61.2489,95.0511
SpringH,1,138.8,472,-122.4,1.0,186,-0.7,335.3,-3,152.4,3.5,1,24.25,57.3183,95.0817
SpringH,1,138.8,479,-119.7,5.1,194,-5.9,130.2,2,149.7,0.7,1,24.25,29.5194,120.1806
SpringH,1,138.8,488,-112.0,4.3,187,-10.0,40.9,11,142.0,0.6,1,24.25,55.7086,86.2914
SpringH,1,138.8,497,-132.9,3.0,202,-6.0,349.8,3,162.9,5.0,1,24.25,57.0122,105.8878
SpringH,1,138.8,507,-119.3,0.2,183,-2.6,148.9,-7,149.3,1.0,1,24.25,56.0271,93.2729
SpringH,1,138.8,517,-128.6,5.5,174,-2.1,140.2,-12,158.3,3.1,1,24.25,56.4624,101.8376
SpringH,1,138.8,528,-122.9,3.2,217,-3.1,39.7,6,152.8,3.9,1,24.25,68.1849,84.6151
SpringH,1,138.8,540,-135.6,1.5,195,-4.4,131.7,-13,165.1,18.5,1,24.25,30.8249,134.2751
SpringH,1,138.8,552,-129.6,0.2,186,-2.9,44.3,-2,159.1,19.8,1,24.25,54.1076,104.9924
SpringH,1,138.8,565,-146.7,6.0,194,1.3,36.3,22,174.6,41.7,1,24.25,64.1336,110.4664
SpringH,1,138.8,578,-147.0,0.7,197,-3.4,343.3,-7,172.8,50.7,1,24.25,57.9783,114.8217
SpringH,1,138.8,592,-154.2,1.5,199,-3.3,142.4,-14,175.8,47.4,1,24.25,38.5829,137.2171
SpringH,1,138.8,606,-148.9,2.4,188,-0.7,337.6,4,158.6,13.2,1,24.25,60.7981,97.8019
SpringH,2,207.9,693,-147.3,1.7,30,-9.4,55.2,2,177.2,1.5,1,24.25,47.4584,129.7416
SpringH,2,207.9,696,-151.2,1.2,43,-5.7,52.9,6,180.8,4.4,1,24.25,51.7299,129.0701
SpringH,2,207.9,701,-134.2,2.5,43,-3.4,252.4,1,164.1,1.0,1,24.25,45.8385,118.2615
SpringH,2,207.9,707,-139.4,4.7,37,-9.6,249.3,6,168.6,2.8,1,24.25,44.5772,124.0228
SpringH,2,207.9,714,-141.2,5.8,43,-8.8,70.5,7,171.2,0.7,1,24.25,46.9064,124.2936
SpringH,2,207.9,721,-128.8,5.9,36,-1.0,237.8,11,158.8,0.2,1,24.25,49.2332,109.5668
SpringH,3,410.5,1368,-150.8,2.0,169,-3.0,39.1,1,180.6,8.8,1,24.25,23.3119,157.2881
SpringH,3,410.5,1372,-133.6,1.8,166,-1.0,113.8,0,163.6,0.7,1,24.25,22.3022,141.2978
SpringH,3,410.5,1376,-146.8,2.2,158,-8.5,272.9,0,176.7,3.2,1,24.25,15.3394,161.3606
SpringH,3,410.5,1382,-148.1,4.3,185,-8.6,269.1,5,173.7,6.5,1,24.25,3.7519,169.9481
SpringH,3,410.5,1388,-141.5,4.0,159,-4.5,224.0,3,171.4,1.9,1,24.25,15.4541,155.9459
SpringH,3,410.5,1395,-144.0,0.8,184,-5.4,267.9,6,173.0,5.8,1,24.25,3.8942,169.1058
SpringH,3,410.5,1402,-147.0,4.5,150,-1.0,271.5,8,177.0,2.1,1,24.25,19.1889,157.8111
SpringH,3,410.5,1410,-142.0,3.6,185,-3.1,218.4,9,172.0,1.3,1,24.25,30.7351,141.2649
SpringH,3,410.5,1434,-154.7,5.1,167,-2.0,48.8,-3,183.5,37.3,1,24.25,17.5247,165.9753
SpringH,3,410.5,1443,-157.2,2.7,162,-9.6,214.6,5,184.0,27.7,1,24.25,22.5863,161.4137
SpringH,3,410.5,1516,-155.8,6.0,177,-13.9,226.1,9,185.6,22.3,1,24.25,24.8856,160.7144
SpringH,3,410.5,1529,-154.0,6.1,169,-0.9,51.9,-12,183.3,47.4,1,24.25,17.3811,165.9189
SpringM,1,196.0,653,-130.0,1.3,211,3.5,66.4,4,157.9,30.3,1,24.25,44.2262,113.6738
SpringM,1,196.0,656,-125.0,6.2,192,8.4,280.9,-2,155.0,4.6,1,24.25,1.0428,153.9572
SpringM,1,196.0,660,-131.6,2.8,215,5.5,273.8,6,160.9,33.6,1,24.25,28.1847,132.7153
SpringM,1,196.0,663,-123.8,1.3,214,9.9,287.2,-7,153.7,17.3,1,24.25,15.7443,137.9557
SpringM,1,196.0,667,-125.4,5.8,222,6.9,287.3,5,155.4,3.4,1,24.25,22.7984,132.6016
SpringM,1,196.0,671,-137.4,0.7,194,5.2,50.3,8,165.9,14.3,1,24.25,44.0402,121.8598
SpringM,1,196.0,675,-141.7,3.1,218,9.4,278.8,1,160.4,25.8,1,24.25,26.7013,133.6987
SpringM,1,196.0,679,-138.9,0.3,217,7.4,72.3,2,164.6,24.4,1,24.25,44.739,119.861
SpringM,1,196.0,683,-135.0,2.2,204,5.5,59.1,-2,163.8,17.9,1,24.25,44.9199,118.8801
SpringM,1,196.0,688,-130.8,1.4,210,7.7,271.8,-5,159.4,12.8,1,24.25,25.996,133.404
SpringM,1,196.0,692,-140.2,4.9,197,2.5,274.4,-4,165.5,23.2,1,24.25,12.0194,153.4806
SpringM,1,196.0,696,-133.2,2.4,195,13.1,50.5,6,163.0,8.2,1,24.25,44.9268,118.0732
SpringM,1,196.0,701,-146.6,1.1,227,6.1,69.6,7,174.9,13.2,1,24.25,51.0468,123.8532
SpringM,1,196.0,705,-128.0,4.6,216,7.5,277.9,-4,156.8,19.1,1,24.25,26.0842,130.7158
SpringM,1,196.0,710,-137.8,0.2,217,4.4,58.7,4,164.9,26.3,1,24.25,51.5547,113.3453
SpringM,1,196.0,714,-131.5,3.3,215,1.2,67.7,3,158.7,30.2,1,24.25,46.7655,111.9345
SpringM,1,196.0,719,-140.3,2.3,209,4.9,277.3,-4,161.2,22.2,1,24.25,20.5879,140.6121
SpringM,1,196.0,724,-134.5,4.7,206,4.7,63.5,4,160.6,33.3,1,24.25,44.2605,116.3395
SpringM,1,196.0,728,-149.0,1.7,205,6.6,277.6,-2,165.4,30.4,1,24.25,16.709,148.691
SpringM,1,196.0,733,-146.2,0.6,224,9.0,281.7,-12,168.6,42.4,1,24.25,29.9148,138.6852
SpringM,1,196.0,738,-154.9,2.4,221,4.9,259.8,-7,180.6,52.8,1,24.25,43.714,136.886
SpringM,1,196.0,743,-158.9,4.4,215,2.3,282.9,-6,160.4,44.1,1,24.25,21.1435,139.2565
SpringM,1,196.0,748,-155.2,3.7,205,10.7,73.3,6,175.4,37.4,1,24.25,37.4572,137.9428
SpringM,1,196.0,752,-155.3,5.7,208,9.0,269.8,-3,162.2,16.3,1,24.25,26.6487,135.5513
SpringM,1,196.0,757,-144.2,0.5,190,6.9,288.7,2,164.1,30.3,1,24.25,8.5464,155.5536
SpringM,1,196.0,762,-158.8,2.9,231,4.8,267.8,-6,185.8,52.0,1,24.25,45.3288,140.4712
SpringM,1,196.0,812,-149.2,2.4,190,10.4,58.3,7,171.7,48.6,1,24.25,38.376,133.324
SpringM,1,196.0,815,-143.8,3.1,221,4.7,277.1,-9,164.1,38.2,1,24.25,32.2115,131.8885
SpringM,1,196.0,821,-138.5,6.0,214,3.8,287.1,-5,158.0,45.0,1,24.25,16.8266,141.1734
SpringM,1,196.0,828,-145.6,3.2,200,11.9,271.1,-2,170.7,74.2,1,24.25,18.7981,151.9019
SpringM,1,196.0,836,-137.5,4.4,193,5.1,257.8,-4,167.4,20.9,1,24.25,24.783,142.617
SpringM,1,196.0,845,-142.6,5.1,211,6.3,277.1,5,162.7,55.6,1,24.25,23.6605,139.0395
SpringM,1,196.0,855,-158.0,1.9,214,6.6,266.4,-3,165.7,18.2,1,24.25,35.7645,129.9355
SpringM,1,196.0,866,-155.5,4.3,210,7.0,58.0,15,178.7,77.7,1,24.25,51.9648,126.7352
SpringM,2,199.6,665,-116.4,4.8,2,9.2,124.5,-9,146.4,0.6,1,24.25,28.8471,117.5529
SpringM,2,199.6,668,-116.6,1.3,1,-5.6,132.1,-1,146.6,1.0,1,24.25,35.3357,111.2643
SpringM,2,199.6,673,-118.8,3.8,327,-3.2,146.3,-6,148.8,2.8,1,24.25,53.855,94.945
SpringM,2,199.6,679,-118.0,3.5,320,-1.4,36.3,6,148.0,1.1,1,24.25,12.7861,135.2139
SpringM,2,199.6,685,-126.3,4.1,342,-0.2,37.7,2,156.2,4.6,1,24.25,30.4947,125.7053
SpringM,2,199.6,691,-127.5,2.7,6,6.3,268.2,0,157.3,7.0,1,24.25,7.3614,149.9386
SpringM,2,199.6,698,-135.3,4.9,10,5.3,148.2,10,165.2,12.6,1,24.25,40.5467,124.6533
SpringM,2,199.6,706,-125.2,0.7,4,-5.3,154.1,-10,155.2,6.4,1,24.25,47.2983,107.9017
SpringM,2,199.6,713,-132.9,2.0,6,3.2,139.0,-4,161.0,30.7,1,24.25,37.3116,123.6884
SpringM,2,199.6,721,-135.2,6.1,12,6.5,265.3,-3,160.9,15.1,1,24.25,15.7701,145.1299
SpringM,2,199.6,729,-134.2,5.4,19,3.9,253.6,-1,164.2,3.6,1,24.25,31.889,132.311
SpringM,2,199.6,737,-137.4,5.5,351,2.0,35.0,1,164.6,38.0,1,24.25,39.7215,124.8785
SpringM,2,199.6,746,-143.4,1.7,1,4.3,251.4,-2,170.8,78.2,1,24.25,18.5876,152.2124
SpringM,2,199.6,755,-127.5,3.4,13,8.1,155.8,-8,157.4,19.0,1,24.25,44.2886,113.1114
SpringM,2,199.6,764,-144.8,3.3,30,2.0,33.7,-8,174.8,7.5,1,24.25,55.6769,119.1231
SpringM,2,199.6,773,-153.6,1.4,10,3.8,133.3,-3,163.9,29.4,1,24.25,30.7368,133.1632
SpringM,2,199.6,782,-145.1,2.3,343,0.2,252.8,2,174.6,43.6,1,24.25,0.1961,174.4039
SpringM,2,199.6,822,-158.5,0.9,341,-5.7,243.8,2,179.5,81.4,1,24.25,7.1472,172.3528
SpringM,2,199.6,889,-143.6,5.9,2,3.5,247.6,-5,171.0,88.1,1,24.25,24.146,146.854
SpringM,2,199.6,891,-141.4,0.5,341,-2.9,139.3,0,170.4,85.1,1,24.25,54.3473,116.0527
SpringM,2,199.6,894,-155.4,3.5,342,2.0,135.3,-6,176.2,114.3,1,24.25,52.3125,123.8875
SpringM,2,199.6,897,-134.6,5.4,12,0.7,155.2,-2,162.9,71.0,1,24.25,46.9389,115.9611
SpringM,2,199.6,900,-142.0,1.6,334,-1.9,155.0,-3,164.4,86.6,1,24.25,58.6749,105.7251
SpringM,2,199.6,903,-147.2,1.8,326,1.6,25.4,3,168.1,79.7,1,24.25,29.905,138.195
SpringM,2,199.6,906,-146.2,4.3,356,-6.5,29.2,11,174.6,52.6,1,24.25,49.2112,125.3888
SpringM,2,199.6,908,-145.9,1.0,6,4.2,33.8,3,168.3,85.7,1,24.25,52.061,116.239
SpringM,2,199.6,911,-139.0,2.1,4,3.2,35.3,5,167.6,86.6,1,24.25,50.3427,117.2573
SpringM,2,199.6,914,-147.3,1.5,339,-5.4,32.0,15,176.5,85.4,1,24.25,35.4959,141.0041
SpringM,2,199.6,917,-140.6,4.9,354,-0.3,35.7,12,170.0,66.4,1,24.25,44.0854,125.9146
SpringM,2,199.6,920,-153.9,2.7,16,0.5,26.9,6,180.0,96.4,1,24.25,58.0425,121.9575
SpringM,2,199.6,923,-145.3,2.4,336,-6.2,244.6,-2,175.0,54.0,1,24.25,1.4457,173.5543
SpringM,2,199.6,926,-157.5,4.0,339,-8.3,138.4,2,174.2,102.8,1,24.25,55.4488,118.7512
SpringM,2,199.6,929,-139.1,4.5,350,-5.1,154.0,-7,168.8,49.6,1,24.25,57.003,111.797
SpringM,2,199.6,935,-148.5,1.9,9,9.0,142.5,-2,168.3,76.3,1,24.25,40.9074,127.3926
SpringM,2,199.6,938,-149.0,2.4,11,3.9,27.8,9,176.1,96.9,1,24.25,56.9524,119.1476
SpringM,2,199.6,941,-149.3,5.7,355,6.5,36.9,4,170.6,83.8,1,24.25,44.3277,126.2723
SpringM,2,199.6,1021,-154.0,4.5,357,-7.5,271.1,-28,183.8,51.5,1,24.25,4.3796,179.4204
SpringM,2,199.6,1024,-152.2,5.9,4,8.5,136.7,2,169.0,80.7,1,24.25,41.5843,127.4157
SpringM,2,199.6,1027,-151.8,2.2,326,1.4,24.1,-5,176.4,157.5,1,24.25,32.4372,143.9628
SpringM,2,199.6,1031,-159.3,3.8,4,5.5,138.8,-4,162.6,36.5,1,24.25,43.3126,119.2874
SpringM,2,199.6,1034,-155.1,3.0,13,6.1,144.5,-7,170.0,77.8,1,24.25,40.7723,129.2277
SpringM,2,199.6,1038,-154.3,0.1,335,-4.0,134.6,3,174.5,134.5,1,24.25,57.7525,116.7475
SpringM,2,199.6,1042,-156.8,1.3,343,-0.9,140.0,-2,171.8,81.6,1,24.25,56.797,115.003
SpringM,2,199.6,1046,-146.8,1.8,355,0.4,141.5,2,176.2,119.0,1,24.25,51.5233,124.6767
SpringM,2,199.6,1055,-157.9,3.4,348,-0.9,235.4,2,185.6,170.8,1,24.25,23.818,161.782
