Seasonal Variation (Data Source),Simulation Run Number,T-R Separation Distance (m),Time Delay (ns),Received Power (dBm), Phase (rad),Azimuth AoD (degree),Elevation AoD (degree),Azimuth AoA (degree),Elevation AoA (degree),Path Loss (dB),RMS Delay Spread (ns),Season,Frequency,RIS Gain (dB),RIS Path Loss (dB)
SpringH,2,413.0,1407,-126.0,3.5,5,3.6,187.1,10,155.9,3.9,1,7.125,36.5529,119.3471
SpringH,2,413.0,1414,-122.3,5.5,114,-4.8,179.4,3,152.1,4.1,1,7.125,15.2591,136.8409
SpringH,2,413.0,1421,-138.7,3.5,125,-4.0,353.9,3,164.3,22.9,1,7.125,24.1481,140.1519
SpringH,2,413.0,1428,-124.3,4.7,166,-5.4,11.8,11,154.3,2.8,1,7.125,33.143,121.157
SpringH,2,413.0,1435,-133.3,5.6,118,-7.1,179.2,-1,156.0,10.1,1,7.125,17.7723,138.2277
SpringH,2,413.0,1443,-127.7,5.3,303,-8.5,181.1,1,148.3,23.1,1,7.125,19.5419,128.7581
SpringH,2,413.0,1451,-134.7,0.8,173,-1.5,184.4,1,163.3,83.8,1,7.125,36.3386,126.9614
SpringH,2,413.0,1459,-139.6,1.2,270,1.9,185.2,-9,169.5,12.4,1,7.125,3.3679,166.1321
SpringH,2,413.0,1467,-136.1,1.0,251,-2.7,182.4,7,165.7,21.9,1,7.125,13.5913,152.1087
SpringH,2,413.0,1475,-138.4,0.2,145,-6.3,187.0,6,165.4,43.4,1,7.125,27.748,137.652
SpringH,2,413.0,1483,-131.7,0.1,308,-8.6,348.8,-2,161.6,25.7,1,7.125,28.3329,133.2671
SpringH,2,413.0,1492,-154.0,3.7,311,-4.1,5.3,6,178.8,58.8,1,7.125,21.8996,156.9004
SpringH,2,413.0,1500,-152.8,3.8,122,-3.3,185.6,5,149.5,8.0,1,7.125,16.7265,132.7735
SpringH,2,413.0,1509,-158.4,5.8,258,8.1,348.7,10,184.3,92.3,1,7.125,0.4608,183.8392
SpringH,2,413.0,1518,-157.0,4.6,178,-2.3,9.1,7,174.8,36.0,1,7.125,37.1123,137.6877
SpringH,2,413.0,1527,-159.1,1.9,255,2.8,188.7,9,172.9,48.8,1,7.125,15.2421,157.6579
SpringH,2,413.0,1578,-136.4,4.6,330,-8.7,6.4,13,165.9,58.7,1,7.125,30.9815,134.9185
SpringH,2,413.0,1581,-135.7,0.7,252,0.2,207.2,1,165.6,17.2,1,7.125,27.3362,138.2638
SpringH,2,413.0,1586,-133.1,4.7,12,-1.1,1.2,2,163.0,17.9,1,7.125,37.8976,125.1024
SpringH,2,413.0,1642,-131.6,5.1,299,-10.3,190.2,1,157.9,125.7,1,7.125,12.6353,145.2647
SpringH,2,413.0,1644,-141.2,4.7,169,-0.5,357.9,-4,171.0,35.6,1,7.125,38.7578,132.2422
SpringH,2,413.0,1647,-128.7,2.1,345,0.2,351.1,-2,158.7,11.2,1,7.125,39.0414,119.6586
SpringH,2,413.0,1649,-135.2,3.7,0,0.4,344.9,8,165.1,17.2,1,7.125,37.9296,127.1704
SpringH,2,413.0,1652,-133.8,2.9,172,1.2,191.0,-1,161.5,126.3,1,7.125,37.1775,124.3225
SpringH,2,413.0,1654,-147.7,0.5,258,1.3,352.4,5,177.4,46.6,1,7.125,3.0183,174.3817
SpringH,2,413.0,1657,-153.5,5.2,9,5.7,194.1,-5,169.7,57.8,1,7.125,39.2197,130.4803
SpringH,2,413.0,1660,-141.3,4.3,304,-10.1,197.2,2,164.3,134.3,1,7.125,11.3905,152.9095
SpringH,2,413.0,1662,-141.9,1.7,360,-12.4,184.8,4,169.7,135.2,1,7.125,39.2933,130.4067
SpringH,2,413.0,1665,-154.9,6.1,272,3.3,10.9,5,181.4,139.8,1,7.125,6.1057,175.2943
SpringH,2,413.0,1667,-154.3,1.2,144,-6.5,351.6,4,181.0,129.6,1,7.125,34.994,146.006
SpringH,2,413.0,1670,-144.0,1.9,139,-5.2,200.2,-9,167.5,121.0,1,7.125,19.0394,148.4606
SpringH,2,413.0,1672,-140.7,2.6,138,-6.7,11.8,11,169.7,112.5,1,7.125,23.3546,146.3454
SpringH,2,413.0,1675,-139.5,1.5,294,-8.6,199.5,11,169.1,72.1,1,7.125,3.1052,165.9948
SpringH,2,413.0,1678,-153.8,1.2,9,2.7,348.4,3,177.7,94.5,1,7.125,37.0779,140.6221
SpringH,2,413.0,1680,-145.4,4.4,267,6.7,195.3,3,165.7,93.9,1,7.125,12.4445,153.2555
SpringH,2,413.0,1683,-146.1,1.1,181,-2.7,349.3,2,175.8,47.7,1,7.125,38.8425,136.9575
SpringH,2,413.0,1685,-150.7,3.3,304,-8.5,353.6,7,173.0,102.7,1,7.125,25.7232,147.2768
SpringH,2,413.0,1688,-157.5,1.9,162,-6.9,1.2,-7,183.5,130.4,1,7.125,37.5131,145.9869
SpringH,2,413.0,1691,-158.6,2.9,261,4.9,195.0,11,176.3,104.4,1,7.125,16.1703,160.1297
SpringH,2,413.0,1693,-148.2,5.8,120,-6.7,192.9,8,149.1,11.1,1,7.125,11.6965,137.4035
SpringH,2,413.0,1760,-152.3,0.0,134,-1.6,348.3,-9,158.4,23.8,1,7.125,33.4805,124.9195
SpringH,2,413.0,1763,-150.6,5.7,311,-5.4,350.2,-3,164.6,45.7,1,7.125,31.4333,133.1667
SpringH,2,413.0,1767,-146.1,4.3,357,2.0,183.5,3,170.9,176.1,1,7.125,40.3458,130.5542
SpringH,2,413.0,1772,-156.1,3.2,173,-0.6,341.5,1,182.9,143.9,1,7.125,39.8464,143.0536
SpringH,2,413.0,1783,-154.8,0.6,10,-3.7,348.1,7,176.7,140.5,1,7.125,37.8426,138.8574
SpringH,2,413.0,1794,-149.5,2.3,275,-0.5,2.9,-1,179.2,81.0,1,7.125,1.4991,177.7009
SpringH,2,413.0,1813,-153.3,0.0,307,-2.6,348.3,13,179.8,205.1,1,7.125,30.8932,148.9068
SpringH,2,413.0,1927,-159.1,0.3,319,-7.7,200.7,8,177.2,136.8,1,7.125,20.1002,157.0998
SpringH,3,431.9,1440,-141.0,5.8,198,-2.0,16.7,0,170.6,15.7,1,7.125,35.4509,135.1491
SpringH,3,431.9,1442,-126.6,3.9,218,-5.9,304.6,-11,156.6,0.7,1,7.125,2.1043,154.4957
SpringH,3,431.9,1445,-149.6,0.6,205,-3.2,302.3,10,178.8,14.6,1,7.125,4.5125,174.2875
SpringH,3,431.9,1449,-141.9,3.9,219,-7.8,11.3,7,171.7,4.6,1,7.125,31.4817,140.2183
SpringH,3,431.9,1452,-144.9,1.2,212,-4.5,308.3,6,174.7,14.7,1,7.125,3.9053,170.7947
SpringH,3,431.9,1455,-141.6,4.9,208,0.2,236.0,-4,171.5,29.8,1,7.125,31.4517,140.0483
SpringH,3,431.9,1459,-134.1,5.4,201,-9.1,181.1,0,164.1,2.4,1,7.125,33.5346,130.5654
SpringH,3,431.9,1462,-140.3,2.1,203,-5.2,8.2,0,170.0,16.8,1,7.125,34.5121,135.4879
SpringH,3,431.9,1465,-150.7,0.9,211,-3.7,236.6,4,176.6,83.7,1,7.125,32.2212,144.3788
SpringH,3,431.9,1469,-156.4,4.8,213,-4.4,318.5,8,182.9,18.2,1,7.125,9.5595,173.3405
SpringH,3,431.9,1473,-143.7,2.0,230,-9.9,300.1,5,173.7,4.3,1,7.125,12.1905,161.5095
SpringH,3,431.9,1476,-155.7,1.6,198,-8.2,7.3,2,174.0,28.1,1,7.125,35.2235,138.7765
SpringH,3,431.9,1480,-155.1,1.3,220,-5.6,5.1,-7,182.8,22.9,1,7.125,29.4351,153.3649
SpringH,3,431.9,1483,-149.0,0.4,198,-5.1,183.8,6,170.6,9.1,1,7.125,34.8244,135.7756
SpringH,3,431.9,1491,-144.5,2.5,229,-4.6,359.1,-1,174.5,3.9,1,7.125,23.1936,151.3064
SpringH,3,431.9,1494,-154.3,4.7,209,-9.8,243.5,-17,182.8,32.3,1,7.125,29.7016,153.0984
SpringH,3,431.9,1498,-157.3,3.1,199,-2.8,4.6,3,174.3,19.6,1,7.125,34.9495,139.3505
SpringH,3,431.9,1502,-152.1,2.4,209,-10.1,243.3,-9,180.2,71.7,1,7.125,29.8437,150.3563
SpringH,3,431.9,1505,-153.2,0.4,190,-8.2,237.8,-23,183.1,7.5,1,7.125,24.2883,158.8117
SpringH,3,431.9,1545,-147.9,1.3,227,-4.6,247.9,-10,177.8,13.2,1,7.125,34.1807,143.6193
SpringH,3,431.9,1548,-140.7,3.4,220,-3.9,169.4,8,170.6,15.2,1,7.125,23.244,147.356
SpringH,3,431.9,1553,-146.4,2.6,188,-8.6,12.4,-15,176.4,2.6,1,7.125,36.5659,139.8341
SpringH,3,431.9,1558,-143.4,5.7,190,-8.1,14.2,5,173.1,26.8,1,7.125,36.629,136.471
SpringH,3,431.9,1563,-150.0,0.4,220,-7.9,242.2,-4,178.5,44.3,1,7.125,34.0548,144.4452
SpringH,3,431.9,1569,-154.3,2.8,203,-8.1,228.3,-4,182.5,60.4,1,7.125,33.3117,149.1883
SpringH,3,431.9,1575,-144.4,3.4,205,-10.5,0.1,-2,173.9,37.3,1,7.125,33.4792,140.4208
SpringH,3,431.9,1589,-154.8,3.4,217,-6.4,239.0,0,178.7,73.5,1,7.125,34.362,144.338
SpringH,3,431.9,1596,-148.5,5.4,232,-7.1,235.4,-6,178.4,12.5,1,7.125,37.0705,141.3295
SpringH,3,431.9,1668,-156.4,1.2,212,-10.0,291.9,7,185.3,91.3,1,7.125,6.648,178.652
SpringH,3,431.9,1671,-151.1,1.0,211,-5.6,233.2,1,176.1,100.0,1,7.125,35.1289,140.9711
SpringH,3,431.9,1676,-154.3,0.4,210,-11.2,239.3,-6,180.5,93.0,1,7.125,33.1345,147.3655
SpringH,3,431.9,1682,-160.0,4.2,221,-2.4,307.5,8,182.0,85.7,1,7.125,2.3235,179.6765
SpringH,3,431.9,1688,-159.7,0.1,189,-2.8,5.3,-3,186.6,100.3,1,7.125,38.0447,148.5553
SpringH,3,431.9,1695,-158.0,1.8,210,-2.2,167.8,-20,186.9,100.2,1,7.125,28.2982,158.6018
SpringH,3,431.9,1703,-149.8,6.1,167,-11.1,304.1,8,179.8,17.5,1,7.125,28.0456,151.7544
SummerL,1,44.9,150,-88.9,1.9,18,-1.6,347.0,9,118.8,15.5,2,7.125,105.1897,13.6103
SummerL,1,44.9,152,-80.7,0.6,255,-1.6,90.0,31,110.7,6.9,2,7.125,118.6542,-7.9542
SummerL,1,44.9,155,-81.3,3.3,256,1.1,92.7,9,109.9,18.7,2,7.125,117.8342,-7.9342
SummerL,1,44.9,158,-86.6,5.2,35,-7.0,80.1,16,116.6,3.0,2,7.125,86.9676,29.6324
SummerL,1,44.9,161,-74.8,4.8,247,-0.6,95.3,11,104.7,6.4,2,7.125,108.6413,-3.9413
SummerL,1,44.9,165,-90.2,6.0,279,-1.4,89.6,9,119.0,32.4,2,7.125,121.9731,-2.9731
SummerL,1,44.9,168,-92.9,2.1,252,0.2,350.6,8,118.6,22.1,2,7.125,18.5149,100.0851
SummerL,1,44.9,171,-87.7,2.4,259,-1.8,81.4,-4,117.7,4.7,2,7.125,123.8906,-6.1906
SummerL,1,44.9,174,-99.8,0.9,267,-4.6,79.0,5,128.6,19.3,2,7.125,122.9739,5.6261
SummerL,1,44.9,178,-95.4,2.1,24,-4.1,78.6,16,124.3,9.6,2,7.125,72.0779,52.2221
SummerL,1,44.9,181,-97.1,3.5,251,1.3,351.2,-20,126.2,11.6,2,7.125,22.0665,104.1335
SummerL,1,44.9,211,-77.7,3.5,248,1.1,352.1,-1,107.7,2.8,2,7.125,30.8028,76.8972
SummerL,1,44.9,215,-82.8,1.0,38,-4.0,345.3,11,112.7,4.4,2,7.125,76.7693,35.9307
SummerL,1,44.9,222,-85.3,0.7,246,2.3,87.5,7,112.0,31.3,2,7.125,118.2668,-6.2668
SummerL,1,44.9,231,-86.0,2.5,28,-4.1,342.0,8,115.7,8.9,2,7.125,88.6806,27.0194
SummerL,1,44.9,242,-89.1,5.2,277,2.7,84.1,7,118.4,28.0,2,7.125,125.0931,-6.6931
SummerL,1,44.9,254,-97.7,1.2,249,0.2,87.3,28,116.9,28.4,2,7.125,122.5369,-5.6369
SummerL,1,44.9,267,-110.2,3.1,28,-0.5,356.6,3,136.7,37.2,2,7.125,110.84,25.86
SummerL,1,44.9,282,-115.8,0.8,42,-4.8,80.2,8,131.1,27.5,2,7.125,102.7688,28.3312
SummerL,1,44.9,297,-109.8,5.4,261,-4.2,347.3,8,132.7,53.2,2,7.125,8.4981,124.2019
SummerL,1,44.9,314,-104.7,4.8,40,-6.7,341.9,5,120.3,19.2,2,7.125,70.1373,50.1627
SummerL,1,44.9,331,-114.6,3.5,19,-6.3,85.9,11,135.7,66.9,2,7.125,52.4802,83.2198
SummerL,1,44.9,349,-118.4,2.4,38,-3.3,93.1,6,134.6,51.8,2,7.125,77.1604,57.4396
SummerL,1,44.9,369,-119.3,3.1,251,-0.4,357.6,9,123.3,23.4,2,7.125,38.877,84.423
SummerL,1,44.9,388,-138.5,5.6,243,-2.3,336.9,14,135.7,26.5,2,7.125,9.3345,126.3655
SummerL,1,44.9,409,-145.2,5.7,276,-2.6,81.4,8,122.6,31.5,2,7.125,134.0499,-11.4499
SummerL,1,44.9,431,-140.8,3.1,243,1.9,80.7,11,123.2,19.4,2,7.125,133.2444,-10.0444
SummerL,1,44.9,453,-157.9,3.3,246,1.5,87.9,7,111.5,30.8,2,7.125,131.0178,-19.5178
SummerL,1,44.9,518,-101.6,5.7,255,-2.7,88.3,8,114.0,48.5,2,7.125,141.2807,-27.2807
SummerL,1,44.9,522,-110.5,3.6,16,-2.1,82.3,2,139.0,151.4,2,7.125,58.4507,80.5493
SummerL,1,44.9,528,-121.4,4.9,248,2.2,344.6,7,121.5,21.0,2,7.125,16.7561,104.7439
SummerL,1,44.9,535,-122.0,4.2,46,-9.7,2.8,10,148.9,165.7,2,7.125,106.5838,42.3162
SummerL,1,44.9,544,-119.0,3.0,38,-3.3,95.9,20,139.4,114.2,2,7.125,77.9886,61.4114
SummerL,1,44.9,554,-120.6,1.4,251,5.9,8.2,5,137.4,83.6,2,7.125,67.3631,70.0369
SummerL,1,44.9,564,-120.8,3.8,37,0.3,341.7,5,120.3,14.5,2,7.125,84.2428,36.0572
SummerL,1,44.9,576,-129.0,1.2,45,-2.0,89.1,9,136.4,47.9,2,7.125,106.7953,29.6047
SummerL,1,44.9,588,-140.5,1.2,24,-3.8,74.3,-3,145.5,67.2,2,7.125,95.4613,50.0387
SummerL,1,44.9,600,-137.4,5.4,265,2.1,74.1,-8,131.5,7.9,2,7.125,147.4689,-15.9689
SummerL,1,44.9,614,-150.9,0.8,12,0.7,355.0,10,130.8,7.5,2,7.125,144.4333,-13.6333
SummerL,1,44.9,627,-142.1,4.1,262,4.6,71.8,4,140.4,18.2,2,7.125,149.4265,-9.0265
SummerL,1,44.9,642,-146.1,2.7,249,0.1,359.4,26,132.7,25.9,2,7.125,53.2414,79.4586
SummerL,1,44.9,657,-152.8,3.8,258,0.6,80.0,3,124.0,31.2,2,7.125,153.5631,-29.5631
SummerL,1,44.9,688,-154.8,1.9,27,-4.7,80.9,9,128.9,19.1,2,7.125,91.6485,37.2515
SummerL,1,44.9,882,-131.4,4.2,36,-2.9,95.8,9,133.6,45.1,2,7.125,84.199,49.401
SummerL,1,44.9,885,-134.6,5.6,263,-3.5,86.4,9,124.1,60.9,2,7.125,167.275,-43.175
SummerL,1,44.9,888,-139.0,1.7,31,-4.0,348.7,18,125.7,9.4,2,7.125,124.0754,1.6246
SummerL,1,44.9,892,-138.8,6.3,267,-0.6,331.4,2,150.5,91.5,2,7.125,72.5892,77.9108
SummerL,1,44.9,897,-137.4,5.2,249,3.6,88.6,5,113.3,32.8,2,7.125,158.5504,-45.2504
SummerL,1,44.9,901,-145.4,5.0,251,-1.4,82.5,2,123.7,45.8,2,7.125,165.1627,-41.4627
SummerL,1,44.9,906,-134.7,4.1,263,1.2,348.5,12,135.7,50.5,2,7.125,13.2479,122.4521
SummerL,1,44.9,910,-143.3,3.4,262,1.4,83.0,-1,121.4,11.3,2,7.125,169.0698,-47.6698
SummerL,1,44.9,915,-151.3,2.4,276,-0.7,91.7,12,122.0,27.3,2,7.125,168.9238,-46.9238
SummerL,1,44.9,920,-151.1,5.2,25,0.2,86.0,5,139.9,78.6,2,7.125,82.275,57.625
SummerL,1,44.9,925,-140.5,3.7,270,-0.7,344.2,11,140.4,41.5,2,7.125,46.2906,94.1094
SummerL,1,44.9,930,-154.8,4.9,237,2.8,87.1,4,125.3,24.9,2,7.125,147.3492,-22.0492
SummerL,1,44.9,935,-158.7,6.2,30,-0.3,76.8,20,127.3,10.8,2,7.125,116.7982,10.5018
SummerL,1,44.9,940,-146.9,5.0,34,-5.5,87.3,-3,141.5,34.9,2,7.125,102.1498,39.3502
SummerL,2,294.5,982,-120.7,1.9,21,-3.2,73.0,5,145.7,26.6,2,7.125,26.5773,119.1227
SummerL,2,294.5,985,-112.9,3.8,27,-0.6,71.0,9,142.7,4.7,2,7.125,31.0857,111.6143
SummerL,2,294.5,989,-117.7,1.2,17,-2.6,77.3,8,146.5,53.6,2,7.125,21.441,125.059
SummerL,2,294.5,994,-120.1,4.1,190,-8.0,69.3,12,149.0,13.4,2,7.125,22.1325,126.8675
SummerL,2,294.5,1000,-109.7,4.4,169,-7.8,77.0,18,139.7,20.2,2,7.125,1.5161,138.1839
SummerL,2,294.5,1006,-119.6,2.9,9,-7.7,86.1,12,149.6,19.2,2,7.125,9.7188,139.8812
SummerL,2,294.5,1012,-116.0,1.0,182,-7.3,75.3,10,145.8,16.7,2,7.125,12.5359,133.2641
SummerL,2,294.5,1019,-119.4,2.7,174,-8.0,76.3,40,149.4,4.2,2,7.125,5.8593,143.5407
SummerL,2,294.5,1025,-132.1,3.7,181,-5.3,71.3,9,148.5,24.8,2,7.125,14.7721,133.7279
SummerL,2,294.5,1032,-119.9,2.0,193,-8.5,71.2,4,149.3,12.2,2,7.125,23.1481,126.1519
SummerL,2,294.5,1039,-128.0,5.2,20,-5.6,73.3,12,149.3,26.2,2,7.125,26.3159,122.9841
SummerL,2,294.5,1047,-132.5,0.8,170,-3.6,66.7,11,157.9,66.1,2,7.125,10.158,147.742
SummerL,2,294.5,1054,-131.6,1.6,167,-3.3,76.7,27,153.2,19.9,2,7.125,0.2318,152.9682
SummerL,2,294.5,1062,-130.5,5.9,183,-7.6,76.7,17,150.8,26.2,2,7.125,12.4569,138.3431
SummerL,2,294.5,1070,-128.4,4.1,26,-4.7,84.6,4,156.5,72.6,2,7.125,23.1875,133.3125
SummerL,2,294.5,1078,-136.7,4.7,50,2.0,71.2,14,165.3,37.8,2,7.125,41.6062,123.6938
SummerL,2,294.5,1086,-149.9,5.1,192,-7.0,70.0,22,161.5,37.5,2,7.125,23.7127,137.7873
SummerL,2,294.5,1094,-136.9,0.3,14,-0.5,81.2,13,153.1,53.8,2,7.125,17.3876,135.7124
SummerL,2,294.5,1103,-147.5,2.6,199,-3.2,90.4,2,176.7,36.1,2,7.125,14.3551,162.3449
SummerL,2,294.5,1111,-135.6,4.6,175,-7.7,81.3,-5,164.7,42.4,2,7.125,2.9122,161.7878
SummerL,2,294.5,1120,-145.4,0.9,176,-8.2,85.0,3,165.3,104.8,2,7.125,0.79,164.51
SummerL,2,294.5,1129,-147.6,4.0,180,-11.6,70.7,12,151.3,40.7,2,7.125,15.0056,136.2944
SummerL,2,294.5,1239,-128.1,1.6,19,-4.2,81.2,4,149.9,95.9,2,7.125,21.9533,127.9467
SummerL,2,294.5,1242,-132.0,5.3,15,-2.7,78.0,5,148.6,73.6,2,7.125,21.3905,127.2095
SummerL,2,294.5,1246,-132.6,5.3,16,-9.4,75.6,-8,162.4,40.9,2,7.125,23.8733,138.5267
SummerL,2,294.5,1252,-137.5,2.8,12,-2.0,86.2,11,153.7,59.0,2,7.125,12.8703,140.8297
SummerL,2,294.5,1258,-136.3,2.5,195,-1.8,77.0,18,162.9,128.7,2,7.125,22.234,140.666
SummerL,2,294.5,1264,-126.0,6.0,172,-5.3,79.3,12,145.2,73.7,2,7.125,2.2352,142.9648
SummerL,2,294.5,1270,-138.5,0.1,194,-6.6,76.6,-19,168.0,76.6,2,7.125,21.8787,146.1213
SummerL,2,294.5,1277,-137.2,2.5,2,-3.9,74.4,8,164.8,137.2,2,7.125,14.4073,150.3927
SummerL,2,294.5,1284,-129.5,3.1,175,-11.6,65.6,7,158.4,113.0,2,7.125,15.8621,142.5379
SummerL,2,294.5,1292,-143.9,3.9,177,-3.9,68.2,11,155.4,68.3,2,7.125,15.4287,139.9713
SummerL,2,294.5,1299,-144.3,0.4,167,-6.7,68.1,3,165.1,129.7,2,7.125,7.4233,157.6767
SummerL,2,294.5,1307,-141.1,0.9,174,-9.0,80.3,8,153.4,104.5,2,7.125,3.1042,150.2958
SummerL,2,294.5,1315,-146.4,4.1,170,-8.9,84.3,8,156.2,108.8,2,7.125,3.6159,152.5841
SummerL,2,294.5,1324,-147.1,1.4,178,-5.5,96.9,7,172.8,152.0,2,7.125,7.4821,165.3179
SummerL,2,294.5,1332,-154.5,0.7,359,-4.2,72.9,15,170.1,68.0,2,7.125,13.4451,156.6549
SummerL,2,294.5,1341,-155.7,0.3,18,-4.3,72.0,16,154.4,29.0,2,7.125,28.578,125.822
SummerL,2,294.5,1349,-147.4,1.0,159,-5.7,70.0,-4,175.4,158.8,2,7.125,0.8507,174.5493
SummerL,2,294.5,1358,-147.5,3.2,27,-2.6,71.1,20,157.2,38.0,2,7.125,35.1005,122.0995
SummerL,3,347.9,1160,-110.9,1.5,184,-9.0,192.7,2,140.3,46.6,2,7.125,39.0655,101.2345
SummerL,3,347.9,1163,-105.2,5.1,183,-13.4,179.2,-12,135.2,1.9,2,7.125,39.4725,95.7275
SummerL,3,347.9,1170,-115.0,4.4,191,-11.4,191.2,-1,142.7,55.4,2,7.125,39.6508,103.0492
SummerL,3,347.9,1178,-118.1,5.5,179,-8.4,206.5,3,148.0,29.2,2,7.125,35.2638,112.7362
SummerL,3,347.9,1188,-117.3,4.5,144,-8.3,193.1,3,147.1,34.3,2,7.125,26.1154,120.9846
SummerL,3,347.9,1199,-118.3,4.2,190,-20.9,201.9,8,148.3,11.3,2,7.125,39.1702,109.1298
SummerL,3,347.9,1210,-126.2,2.8,146,-7.8,179.2,-5,156.0,22.7,2,7.125,33.6165,122.3835
SummerL,3,347.9,1223,-135.0,3.5,137,-2.4,198.7,-1,160.2,50.4,2,7.125,19.1268,141.0732
SummerL,3,347.9,1237,-125.4,6.2,188,-10.0,190.0,-1,141.9,55.8,2,7.125,40.5029,101.3971
SummerL,3,347.9,1251,-136.9,6.0,185,-10.4,200.5,5,148.7,82.6,2,7.125,39.2301,109.4699
SummerL,3,347.9,1266,-138.3,2.1,140,-4.9,187.1,-3,157.6,59.2,2,7.125,27.8462,129.7538
SummerL,3,347.9,1282,-139.4,1.0,126,-10.5,196.0,3,161.7,79.3,2,7.125,14.0626,147.6374
SummerL,3,347.9,1298,-147.0,2.6,162,-11.9,198.6,-3,172.9,82.0,2,7.125,33.1769,139.7231
SummerL,3,347.9,1315,-152.2,3.5,192,-7.3,191.8,-4,146.0,77.1,2,7.125,41.5477,104.4523
SummerL,3,347.9,1333,-155.1,0.2,126,-12.3,189.8,-1,165.1,110.6,2,7.125,18.4476,146.6524
SummerL,3,347.9,1371,-123.0,5.4,190,-8.4,189.8,-3,144.0,72.2,2,7.125,42.2803,101.7197
SummerL,3,347.9,1374,-130.5,5.6,183,-12.5,201.7,0,149.6,84.1,2,7.125,40.0857,109.5143
SummerL,3,347.9,1377,-125.8,3.1,121,-8.1,201.5,-2,155.3,17.8,2,7.125,6.9913,148.3087
SummerL,3,347.9,1380,-125.3,1.3,140,-5.4,191.3,8,151.5,95.2,2,7.125,26.5092,124.9908
SummerL,3,347.9,1384,-127.9,4.5,119,-4.5,195.0,-1,156.5,44.7,2,7.125,10.2697,146.2303
SummerL,3,347.9,1388,-140.2,4.4,136,-5.8,176.0,3,168.0,92.7,2,7.125,32.5591,135.4409
SummerL,3,347.9,1392,-125.3,2.9,140,-6.1,182.9,-16,155.0,49.3,2,7.125,31.1735,123.8265
SummerL,3,347.9,1396,-139.5,1.1,175,-11.4,191.3,1,149.8,60.3,2,7.125,40.895,108.905
SummerL,3,347.9,1400,-122.8,5.0,183,-10.4,194.0,6,142.9,76.1,2,7.125,41.8761,101.0239
SummerL,3,347.9,1404,-139.6,5.6,224,-13.7,178.1,2,169.4,38.6,2,7.125,29.724,139.676
SummerL,3,347.9,1408,-138.1,0.9,127,-11.4,192.3,1,163.3,103.1,2,7.125,17.8699,145.4301
SummerL,3,347.9,1413,-131.4,5.9,191,-12.6,186.7,-4,146.6,73.7,2,7.125,42.7094,103.8906
SummerL,3,347.9,1417,-147.3,0.0,131,-7.7,199.1,0,164.4,91.7,2,7.125,15.9946,148.4054
SummerL,3,347.9,1421,-137.6,2.8,124,-9.6,198.6,-8,161.5,27.5,2,7.125,11.4016,150.0984
SummerL,3,347.9,1426,-137.2,0.1,187,-10.6,189.5,7,145.8,68.1,2,7.125,42.9591,102.8409
SummerL,3,347.9,1430,-139.6,1.5,108,-6.7,185.2,1,168.2,109.1,2,7.125,9.5382,158.6618
SummerL,3,347.9,1435,-148.5,4.4,200,-17.0,195.0,4,161.2,49.0,2,7.125,42.9537,118.2463
SummerL,3,347.9,1439,-142.6,4.4,189,-11.4,177.8,0,155.4,57.6,2,7.125,42.3479,113.0521
SummerL,3,347.9,1444,-152.5,1.7,153,-10.3,178.1,0,166.3,38.8,2,7.125,39.1527,127.1473
SummerL,3,347.9,1448,-146.1,2.1,192,-17.5,179.5,0,159.5,77.4,2,7.125,42.2617,117.2383
SummerL,3,347.9,1453,-152.5,0.6,203,-12.4,196.2,-2,166.0,68.1,2,7.125,43.0483,122.9517
SummerL,3,347.9,1457,-149.4,0.3,116,-5.9,200.6,2,159.0,34.6,2,7.125,4.0848,154.9152
SummerL,3,347.9,1526,-144.2,4.8,173,-15.6,197.4,2,159.7,127.6,2,7.125,40.3508,119.3492
SummerL,3,347.9,1529,-137.6,2.0,133,-3.4,180.9,-1,166.2,119.6,2,7.125,29.7317,136.4683
SummerL,3,347.9,1532,-144.0,3.3,186,-14.1,194.7,-4,146.8,49.1,2,7.125,43.876,102.924
SummerL,3,347.9,1536,-147.1,6.0,191,-9.9,203.7,-2,159.7,81.0,2,7.125,43.3518,116.3482
SummerL,3,347.9,1539,-156.2,4.2,134,-6.0,192.2,-4,163.1,71.4,2,7.125,23.4381,139.6619
SummerL,3,347.9,1543,-141.1,3.0,204,-17.1,192.4,-19,171.1,38.9,2,7.125,43.6211,127.4789
SummerL,3,347.9,1547,-134.6,4.1,180,-15.5,201.2,3,152.5,115.4,2,7.125,41.5657,110.9343
SummerL,3,347.9,1550,-149.4,4.2,126,-8.2,188.3,-6,168.7,123.6,2,7.125,20.7423,147.9577
SummerL,3,347.9,1554,-138.5,1.4,185,-15.6,194.6,8,149.8,101.9,2,7.125,44.0489,105.7511
SummerL,3,347.9,1558,-149.3,5.1,111,-2.1,204.9,-10,176.6,102.3,2,7.125,3.0421,173.5579
SummerL,3,347.9,1562,-154.2,3.2,140,-4.8,190.3,-11,163.7,79.7,2,7.125,28.6035,135.0965
SummerL,3,347.9,1566,-149.9,2.7,115,-11.4,181.8,-7,168.2,108.0,2,7.125,17.661,150.539
SummerL,3,347.9,1570,-154.0,4.5,186,-8.4,188.0,0,142.8,50.5,2,7.125,44.8565,97.9435
SummerL,3,347.9,1574,-148.5,3.5,100,-10.1,206.6,18,178.2,95.2,2,7.125,12.8377,165.3623
